"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CNATREGISTRYID,A,20","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDELAY,A,6","CCUSPAYDISC,N,8","CSUPPAYDISC,N,8","CCUSPDISCDEL,I,4","CSUPPDISCDEL,I,4","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","CMEMO,M,11","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","CINDEPPAYAMN,$,8","TREMEXT,A,40","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1"
ABRACADABR,U,S,ABRACADABRA,,RUE DE SELYS 21,,BE4000,,Liège,,0,,,,,BE,,,,,1,2,,,,,,,,,,,,,,BBRBBE,063944430027,,0,1,0,0,,30,,,,,,,,,,,,,0,0,,1,2,ING,0,,0,,2004-05-18 00:00:00,2004-06-01 11:27:06,SCHILS,,,,,,,,,,SCHILS,2008-01-07 12:13:01,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ABRASIFS,C,U,CENTRE DES ABRASIFS SA,Service Comptabilité Fournisseurs,PARC IND - RUE DU CHARBONNAGE 11,,BE4020,,LIEGE WANDRE,F,0,,,,,BE,0425891960,,04/370.00.75,04/370.01.57,11,0,,,0.000000,,,0.000000,,,,,,,BE,,340096796237,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0425891960,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ABRISEC,C,U,ABRISEC SA,Service Comptabilité Fournisseurs,RUE DU CRUCIFIX 14,,BE4040,,HERSTAL,F,0,,,,,BE,0463817277,,04/264.19.58,04/240.02.45,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0463817277,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ABSIL,C,U,MAITRE ABSIL ADRIEN,Avocat,AVE E DIGNEFFE 6,,BE4000,,LIEGE 1,F,0,,,,,,,N,04/252.59.05,04/252.59.14,0,0,,,0.000000,,,0.000000,,,,,,,BE,,240043250179,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ABSYS,C,U,ABSYSTEM SPRL,Service Comptabilité Fournisseurs,AVENUE BESME,,BE1190,,BRUXELLES FOREST,F,0,,,,,BE,0465013446,,02/340.84.73,02/340.84.71,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0465013446,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ABTECH,C,U,ABTECH SA,Service Comptabilité Fournisseurs,RUE DE LA RESISTANCE 26,,BE4681,,OUPEYE HERMALLE-SOUS-ARGENTEAU,F,0,,,,,BE,0447207216,,04/379.87.87,04/374.85.07,15,0,,,0.000000,,,0.000000,,,,,,,BE,,564513634992,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-12-19 16:06:56,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ABXBELGI,C,U,ABX BELGIUM DISTRIBUTION NV/SA,Accounting - Frédéric Decaux,BLD INDUSTRIEL 14,,BE1070,,BRUXELLES,F,0,,,,,BE,0883914874,,02/556.63.57,02/556.63.97,10,1,,,,,,,,,,,,,BE,,210005750031,,0,0,0,0,30,,,,,,,,,,,STD,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2007-01-15 12:35:51,SCHILS,2008-08-04 16:09:02,A,000,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
ABXBXL,C,U,ABX LOGISTICS WORLDWIDE SA,Service Comptabilité Fournisseurs,RUE DES DEUX GARES 150,,BE1070,,BRUXELLES,F,0,,,,,BE,0861445419,,02/558.17.84,02/522.49.97,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-09-14 09:16:28,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ABXLOGI,C,U,ABX LOGISTICS (BELGIUM) SA,FREDERIC DECAUX,BLD INDUSTRIEL 14,,BE1070,,BRUXELLES,F,0,,,,,BE,0480191966,,02/556.63.57,02/556.63.97,35,0,,,0.000000,,,0.000000,,,,,,,BE,,552329350010,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2007-03-26 00:00:00,2,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0480191966,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACALIN,C,U,ACALIN SA,Service Comptabilité Fournisseurs,RUE BONNE FORTUNE 102,,BE4430,,ANS,F,0,,,,,BE,0449791275,,04/247.39.37,04/247.39.77,14,0,,,0.000000,,,0.000000,,,,,,,BE,,240002707011,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0449791275,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACARLUX,C,U,AC ARLUX,Service Comptabilité Fournisseurs,RUE DE LORRAINE E411/E25,,BE6700,,ARLON,F,0,,,,,BE,0418860846,,04/382.34.34,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2006-03-06 15:35:06,SCHILS,2008-08-04 16:09:02,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACCEA,C,U,USG HR FORCES SA,ACCOUNTS PAYABLE,FRANKRIJKLEI 101,,BE2000,,ANTWERPEN 1,F,0,,,,,BE,0439305278,,04/237.05.73,04/237.05.93,25,0,,,0.000000,,,0.000000,,,,,,,BE,,733016052621,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2007-08-22 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0472477892,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACCENTSE,C,U,ACCENT JOBS FOR PEOPLE,Marline Michiels - Marketing/réf luik r6,BEVERSESTEENWEG 576,,BE8800,,ROESELARE,F,0,,,,,BE,0455069956,,051/46.05.00,051/46.05.69,10,0,,,0.000000,,,0.000000,,,,,,,BE,,467532995182,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:02:59,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACCESPLU,C,U,ACCES PLUS ASBL,Service Comptabilité Fournisseurs,AVE A DEPONTHIERE 14,,BE4431,,ANS LONCIN,F,0,,,,,BE,0474120063,,04/263.56.29,04/247.03.59,13,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0474120063,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACCESSEC,C,U,ACCESS SECURITY SA,Service Comptabilité Fournisseurs,CHSEE DE TIRLEMONT 30,,BE4520,,WANZE,F,0,,,,,BE,0462435523,,085/71.37.77,085/71.31.73,7,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-03-09 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0462435523,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACCOLADE,C,U,ACCOLADE SCRL,,RUE BAYFILS 20,,BE4130,,ESNEUX TILFF,F,0,,,,,BE,0436396862,,04/232.15.50,04/222.17.14,2,0,,,0.000000,,,0.000000,,,,,,,BE,,240038710074,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0436396862,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACCOUNTE,C,U,ROBERT HALF SPRL,Inneke Dilliën,A. GOSSETLAAN 28A BUS 7,,BE1702,,DILBEEK GROOT-BIJGAARDEN,F,0,,,,,BE,0440965760,,,,149,0,,,0.000000,,,0.000000,,,,,,,BE,,425616790158,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0440965760,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACCUBEL,C,U,ACCUBEL SA,Service Comptabilité Fournisseurs,INDUSTRIESTRASSE 28,,BE4700,,EUPEN,F,0,,,,,BE,0424157442,X,087/59.16.50,087/59.16.55,26,0,,,0.000000,,,0.000000,,,,,,,BE,,348027046593,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0424157442,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACD,C,U,ACD,Service Comptabilité Fournisseurs,RUE DU TIGE 13,,BE4040,,HERSTAL,F,0,,,,,BE,0458818017,,04/232.08.78,04/232.06.72,19,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-08-10 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0458818017,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACDLEC,C,U,ACDLEC SPRL,Service Comptabilité Fournisseurs,RUE E GERARD 5,,BE4000,,LIEGE 1,F,0,,,,,BE,0875095891,,04/254.25.15,,12,0,,,0.000000,,,0.000000,,,,,,,BE,,001453260666,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:03:00,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACE,C,U,RKW ACE SA,Service Comptabilité Fournisseurs,RUE RENORY 499,,BE4031,,LIEGE ANGLEUR,F,0,,,,,BE,0413199511,,04/349.86.63,04/349.86.60,64,0,,,0.000000,,,0.000000,,,,,,,BE,,240006667641,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-05 08:58:16,M,,0413199511,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACEKO,C,S,ACEKO,Service Comptabilité Fournisseurs,RUE DES ORMES 153,,BE4800,,VERVIERS LAMBERMONT,F,0,,,,,BE,0713221402,,087/35.20.22,087/33.71.24,1,2,,,,BSD,GD,21.000000,,,,,,,BE,BBRBBE,732630016162,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2006-05-03 10:08:17,SCHILS,2008-08-04 16:09:02,A,000,0713221402,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACELEC,C,U,AC ELECTRICITE GENERALE SPRL,Service Comptabilité Fournisseurs,RUE F VANDERSNOECK 4,,BE4000,,LIEGE 1,F,0,,,,,BE,0444361651,,04/247.18.24,04/247.49.55,14,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0444361651,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACELIS,C,S,ACELIS.NET SPRL,Service Comptabilité Fournisseurs,RUE CHRISTOPHE 27,,BE4040,,HERSTAL,F,0,,,,,BE,0477927611,,04/248.31.36,04/248.31.72,10,2,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-12-23 00:00:00,2,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0477927611,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACF,C,U,ACF CONSULT SPRL,Service Comptabilité Fournisseurs,RUE ROUFFA 41,,BE4400,,FLEMALLE,F,0,,,,,BE,0451528169,,04/337.51.98,04/338.46.71,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-06-28 17:02:09,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACFCI,C,U,ACFCI,Service Comptabilité Fournisseurs,AVE D'IENA 45 BP3003,,BEFR,,75773  PARIS CEDEX 16,F,0,,,,,,,N,+330140693762,+330147206128,2,0,,,0.000000,,,0.000000,,,,,,,FR,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-07-03 12:45:54,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACH,C,U,AC HERSTAL SA,Service Comptabilité Fournisseurs,RUE HAYENEUX 148,,BE4040,,HERSTAL,F,0,,,,,BE,0404419130,,04/264.08.40,04/264.08.48,13,0,,,0.000000,,,0.000000,,,,,,,BE,,340013969553,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0404419130,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACIERMEU,C,U,ACIERIES DE LA MEUSE SA,Service Comptabilité Fournisseurs,RUE M STEENEBRUGGEN 3,,BE4602,,VISE CHERATTE,F,0,,,,,BE,0455612166,,04/362.79.43,04/362.10.12,30,0,,,0.000000,,,0.000000,,,,,,,BE,,340028750030,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-06-08 11:12:17,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACIERS,C,U,ACIERS FINS DE LA SARRE,Service Comptabilité Fournisseurs,RUE DE DROIXHE 40,,BE4020,,LIEGE 2,F,0,,,,,BE,0403919579,,04/345.67.50,04/362.79.16,22,0,,,0.000000,,,0.000000,,,,,,,BE,,240021230674,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0403919579,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACM,C,U,ACM,Service Comptabilité Fournisseurs,PARC IND - ZUR KAISERBARACKE,,BE4780,,SANKT VITH RECHT,F,0,,,,,,,X,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,731101148036,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACMAT,C,U,AC MATIC SA,Service Comptabilité Fournisseurs,PARC IND LES PLENESSES 75,,BE4890,,THIMISTER-CLERMONT THIMISTER,F,0,,,,,BE,0442462134,,087/44.01.40,087/44.57.57,12,0,,,0.000000,,,0.000000,,,,,,,BE,,197258436225,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0442462134,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACOFISC,C,U,ACOFISC,Service Comptabilité Fournisseurs,BASSE COUR 17,,BE6940,,BARVAUX-SUR-OURTHE,F,0,,,,,BE,0435265724,,086/40.05.43,086/40.10.91,12,0,,,0.000000,,,0.000000,,,,,,,BE,,068214106511,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-09-14 09:16:29,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACOSEC,C,U,ACOSEC SCRL,Service Comptabilité Fournisseurs,RUE C LEMONNIER 78,,BE4100,,SERAING,F,0,,,,,BE,0865707182,,04/247.98.90,04/247.03.59,25,0,,,0.000000,,,0.000000,,,,,,,BE,,340060819745,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2005-12-05 12:06:54,SCHILS,2008-08-04 16:09:02,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACOUSTIX,C,U,ACOUSTIX SA,Service Comptabilité Fournisseurs,AVE DE JUPILLE 19,,BE4020,,LIEGE 2,F,0,,,,,BE,0473904485,N,04/362.20.21,04/362.20.24,13,0,,,0.000000,,,0.000000,,,,,,,BE,,634337900178,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACPL,C,U,ACPL,Service Comptabilité Fournisseurs,PARC IND DE KAISERBARACHE,,BE4770,,AMEL,F,0,,,,,BE,0420049392,,080/57.08.88,080/57.08.89,2,1,,,,,,,,,,,,,BE,,,,0,1,0,0,30,,,,,,,,,2005-08-22 00:00:00,2,STD,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2005-05-24 09:46:31,SCHILS,2008-08-04 16:09:02,A,000,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACPLBORN,C,U,ACPL,Service Comptabilité Fournisseurs,PARC IND DE KAISERBARACKE 1A,,BE4770,,AMEL,F,0,,,,,BE,0420049392,,080/57.08.88,080/57.08.89,6,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-03-20 17:24:31,SCHILS,2008-08-04 16:09:02,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACRESTAU,C,U,AC RESTAURANT & HOTELS BEHEER,Service Comptabilité Fournisseurs,FRANKRIJKLEI 31-33,,BE2000,,ANTWERPEN 1,F,0,,,,,BE,0418860846,,04/382.34.34,04/382.34.14,13,0,,,0.000000,,,0.000000,,,,,,,BE,,240019681607,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-09-09 15:00:10,SCHILS,2008-08-04 16:09:02,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACRIMO,C,U,ACRIMO SPRL,Service Comptabilité Fournisseurs,RUE DE HERVE 452,,BE4030,,LIEGE GRIVEGNEE,F,0,,,,,BE,0433793502,,04/367.63.48,04/367.21.80,8,0,,,0.000000,,,0.000000,,,,,,,BE,,240023747018,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,1,STD,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:02,M,,0433793502,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACRJ,C,U,A.C.R.J.,Service Comptabilité Fournisseurs,RUE CÔTE D'OR 274,,BE4000,,LIEGE 1,F,0,,,,,BE,0859702684,,04/229.70.10,04/252.24.75,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-05-08 08:55:59,SCHILS,2008-08-04 16:09:02,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
ACRLG,C,U,ACR SA,Service Comptabilité Fournisseurs,QUAI CHURCHILL 22,,BE4020,,LIEGE 2,F,0,,,,,,,N,04/342.77.73,04/343.91.18,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-06-08 11:12:17,SCHILS,2008-08-04 16:09:02,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
ACS,C,U,ACS PHARMA SPRL,Service Comptabilité Fournisseurs,RUE LAURENT MAIRLOT 106,,BE4860,,PEPINSTER,F,0,,,,,BE,0878050631,,087/67.40.48,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-03-20 17:24:31,SCHILS,2008-08-04 16:09:02,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
