"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CMEMO,M,11","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDISC,N,8","CSUPPDISCDEL,I,4","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","CNATREGISTRYID,A,20","CSUPPAYDELAY,A,6","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CCUSPDISCDEL,I,4","CCUSPAYDISC,N,8","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","XUSRGETEMPL,N,8","XUSRGETTO,$,8","XUSRGETINTERES,A,10","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","XUSRCONTACT,A,10","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CINDEPPAYAMN,$,8","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1","TREMEXT,A,40"
METROL7B,U,U,SOLUTION ASNIERES,,Tour d'Asnières,4 Av. Laurent Cély,FR92606,,ASNIERES CEDEX,F,,003,,,,FR,,,33/16147917200,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLO1,C,U,METROLOGIE NANTES,,Rue Arago Zac de la Gesvrine,,FR44240,,La Chapelle sur Erdre,F,,,,001,,FR,41674526855,,40.37.70.92,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLO2,U,S,METROLOGIE,,Parc Club Cadéra Nord,Bat. 4B AV. J.F. Kennedy,FR33700,,MERIGNAC,F,,,002,,,FR,,,0033/56344529,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLO7,U,U,METROLOGIE,,Parc Club Moulin à Vent,"33, rue Georges Lévy",FR69200,,VENISSIEUX,F,,003,,,,FR,,,0033/78014533,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLO9,C,U,METROLOGIE,,Z.I. D'Aix en Provence,"Espace Wagner, Bât. 12",FR13763,,Les milles cédex,F,,,,001,,FR,,,0033/42244352,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLOG,U,S,METROLOGIE,,"2, Rue Jacques Prevert",,FR59650,,VILLENEUVE D'ASCQ,F,,,002,,,FR,,,00332047.28.28,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLOP,U,U,METROLOGIE PARIS,,,,FR59650,,VILLENEUVE,F,,003,,,,FR,,,00331/47906240,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROLTO,C,U,Metrologie Toulouse,,78 Chemin des Sept Deniers,,FR31200,,Toulouse,F,,,,001,,FR,,,0033/61579292,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROSO1,U,S,SOLUTION NANCY,,Parc Club De Brabois,"4 Allée d""Enghlern - Bat. 14",FR54603,,VILLERS LES NANCY CEDEX,F,,,002,,,FR,,,,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROSO2,U,U,SOLUTION GRENOBLE,,Polytech Zirst,15 Chemin du Vieux Chêne,FR38240,,MEYLAN,F,,003,,,,FR,,,0033/76411996,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROSO4,C,U,SOLUTION RENNES,,Technoparc Bat. A,ZA Des  Peupliers,FR35510,,CRESSON-SEVIGNE,F,,,,001,,FR,,,0033/99838323,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
METROSO5,U,S,SOLUTION SOPHIA ANTIPOLIS,,Art. CENTER,1 Travers des Brucs,FR06560,,VALBONNES,F,,,002,,,FR,,,0033/93654999,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
MICHELIN,U,S,Michelin Pneu,,,,BE,,,E,,,001,,,BE,0400442526,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0400442526,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
MITSUI,U,U,MITSUI & Cø BENELUX NV,,TRIOMFLAAN 173 B 1,,BE1160,,BRUSSEL,N,,003,,,,BE,0407910536,,026782111,026755505,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0407910536,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MONSANTO,C,U,MONSANTO EUROPE SA,,AVENUE DE TERVUEREN 270-272,,BE1150,,BRUXELLES,N,,,,001,,BE,0406580943,,027764111,027764040,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0406580943,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MONTELL,U,S,MONTELL BELGIUM NV,,WOLUWEDAL 24,,BE1932,,SINT-STEVENS-WOLUWE,N,,,002,,,BE,0424578896,,027158000,027158050,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0424578896,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MOURY,U,U,GILLES MOURY SA,,RUE DU MOULIN 320,,BE4020,,LIEGE,F,,003,,,,BE,0403907307,,043447211,043433986,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403907307,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
NALINI,U,S,Nalini Import Belgium,,,,BE,,,F,,,001,,,BE,0402236531,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0402236531,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
NEW_HOLLAN,C,U,NEW HOLLAND BELGIUMNV,,LEON CLAEYSSTRAAT 3A,,BE8210,,ZEDELGEM,N,,,,001,,BE,0400444803,,050253111,050253632,,4,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0400444803,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
NIKE,U,S,NIKE BELGIUM NV,,NIKELAAN 1,,BE2430,,LAAKDAL,N,,,002,,,BE,0442048596,,014681211,,,1,2,,,,MD,HG,21.000000,,,,601000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0442048596,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
NMBS,U,U,N M B S - BE REIZIGERS INTERNATIONAAL,,FRANKRIJKSTRAAT 54 BUS 5-6,,BE1070,,BRUSSEL,N,,003,,,,BE,,,025252111,025259228,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
NORCALLO,C,U,NORCALLOYS SA,,47B rue de Limpach,,LU4467,,SOLEUVRE,F,,,,001,,LU,,,00352/59075732,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
NOTAIRE,U,S,Notaire Dupuis,,Quai des Ardennes,,BE4000,,Liège,F,0,,325,,,,,,,,,1,1,,,,BSD,GD,21.000000,,,,613200,B,,,,,0,0,0,0,,,,,,,,,,,,,,,,55.09.03 056-24,60*,0,0,,,,,0,,0,,,,,,,,NOTAIRE,BOB,2004-12-01 12:24:40,ADMIN,2008-06-30 12:00:44,A,000,,,,,0,0,0,0,0,0,0,0,0,0,0,FOR,,0,,,,,0,0,,,,,,,BE,Belgique,0,,,0,,
NUTRISI,U,S,NUTRISI NV,,SINT-PIETERSVLIET 7,,BE2000,,ANTWERPEN,N,,,002,,,BE,0448871953,,032252816,032250359,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0448871953,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
ODEON,U,U,HOTEL ODEON,,13 rue St Suplice,,FR59650,,Odéon (Paris),F,,003,,,,FR,,,0033143257011,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
OMNISSA,C,U,OMNIS SA,,BP 2705,85-91 route de Thionville,LU1027,,LUXEMBOURG,F,,,,001,,LU,,,00352/481.581,,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
OPEL,U,S,OPEL BELGIUM NV,,NOORDERLAAN 401 BUS 500,,BE2030,,ANTWERPEN,N,,,002,,,BE,0404957875,,035404111,035404698,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404957875,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
OPTICAL,U,U,OPTICAL SYSTEMS,,60 rue Ermesinde,,LU1469,,LUXEMBOURG,F,,003,,,,LU,,,00352/22.30.95,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
ORAFTI,C,U,RAFFINERIE NOTRE-DAME / ORAFTI SA,,RUE LOUIS MARECHAL 1,,BE4360,,OREYE,F,,,,001,,BE,0413631556,,019679411,019678335,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0413631556,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
ORDEXPLU,U,S,ORDRE DES EXPERTS COMPTABLES,,rue A de Gaspéry 7,,LU1615,,LUXEMBOURG,F,,,002,,,LU,,,00352/43.59.61,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
OSI,U,U,O S I SPECIALITIES BENELUX NV,,HAVEN 1053 - NIEUWE WEG 1,,BE2070,,ZWIJNDRECHT,N,,003,,,,BE,0450085839,,032502600,032503600,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0450085839,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
OXYBEL,C,U,OXYBEL SA,,RUE DE L'ILE MONSIN 109,,BE4020,,LIEGE,F,,,,001,,BE,0403910176,,042409311,042409421,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403910176,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
PARTEK,U,S,PARTEK-ERGON NV,,MARNIXDREEF 5,,BE2500,,LIER,N,,,002,,,BE,0412962454,,034900411,034892327,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0412962454,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PATRONS,U,U,COOPERATIVE PATRONS BOUCHERS,,48 rue Poincarré,,LU2342,,LUXEMBOURG,F,,003,,,,LU,,,00352/251925 1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
PERSON,C,U,PERSON Xavier,,Saint Hilaire le Grand,,FR51600,,SUIPPES,F,,,,001,,FR,,,26.70.00.72,,,4,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
PEUGEOT,U,S,PEUGEOT-TALBOT,,RUE DE L'INDUSTRIE 22,,BE1400,,NIVELLES,N,,,002,,,BE,0403461107,,067880211,067216919,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403461107,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PHARMA,U,U,LIÔGE PHARMA NV,,HENDRIKLEI 69,,BE2660,,HOBOKEN,N,,003,,,,BE,0419466305,,038254173,038254411,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0419466305,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PHILIPMOR,C,U,PHILIP MORRIS BELGIUM NV,,TERHULPSESTEENWEG 189,,BE1170,,BRUSSEL,N,,,,001,,BE,0403196039,,026741811,026733670,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403196039,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PHILIPS,U,S,PHILIPS LIGHTING,,TWEESTATIONSSTRAAT 80,,BE1070,,BRUSSEL,N,,,002,,,BE,0422108465,,025257611,025257690,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0422108465,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PHILIPSL,U,U,PHILIPS LUXEMBOURG CONSUMER,,ROUTE D'ARLON 19-21,,LU8001,,STRASSEN,F,,003,,,,LU,,,00352/44.38.38,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
PICANOL,C,U,PICANOL NV,,POLENLAAN 3-7,,BE8900,,IEPER,N,,,,001,,BE,0405502362,,057222111,057222001,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0405502362,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PICOLO,U,S,PICOLO VANDEPOEL & Cø NV,,LAAGEIND 1-3,,BE2940,,STABROEK,N,,,002,,,BE,0403858906,,035686281,035687475,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403858906,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PIONEER,U,U,PIONEER ELECTRONIC (EUROPE) NV,,HAVEN 1087 - KEETBERGLAAN 1,,BE9120,,MELSELE,N,,003,,,,BE,0406999132,,035700511,035700890,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0406999132,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
POWERTOOLS,C,U,POWER TOOLS DISTRIBUTION NV,,INDUSTRIELAAN 40,,BE3730,,HOESELT,N,,,,001,,BE,0443676020,,089410411,089492452,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0443676020,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PROCTER,U,S,PROCTER & GAMBLE BENELUX SA,,TEMSELAAN 55,,BE1853,,STROMBEEK-BEVER,N,,,002,,,BE,0402971850,,024564511,024564570,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402971850,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PRODAC,U,U,PRODAC NV,,LANGE WINKELSTRAAT 40-42,,BE2000,,ANTWERPEN,N,,003,,,,BE,0404981928,,032318600,032335731,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404981928,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PSA,C,U,P.S.A. CREDIT BELGIUM SA,,RUE DE L'ETOILE 99,,BE1180,,BRUXELLES,N,,,,001,,BE,0417159386,,023707711,023321233,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0417159386,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
PSI,U,S,PSI SA,,68-70 BOULEVARD PETRUSE,,LU2013,,LUXEMBOURG,,,,002,,,LU,,,352.499801-1,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
PT,U,U,P & T,,B.P. 1505,,LU1015,,LUXEMBOURG,,,003,,,,LU,15400030,,4991-5552,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:06,2003-09-12 09:46:06,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
PUMAS,U,S,Pumas,,,,BE,,,E,0,,001,,,,,,,,,1,1,,,,MD,HG,21.000000,,,,601000,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-09-15 09:32:24,ADMIN,2008-06-30 12:00:44,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgium,0,,,0,,
